第1道答案: 2878956/10223345
第936道答案: 4630469/99735408
第937道答案: 1726920/5863781
第938道答案: 9346637/27020924
第939道答案: 5668/58905
第940道答案: 2’13876837/58891120
第941道答案: 192978094/327498815
第942道答案: 12’140299/207207
第943道答案: 4’44581/54969
第944道答案: 1’69541358/104826045
第945道答案: 154661227/592471514
第946道答案: 39’8633/10153
第947道答案: 1’7223/74070
第948道答案: 3283/14552
第949道答案: 45582/92435
第950道答案: 2’33981/68425
第951道答案: 1’77209/3821272
第952道答案: 2’17048903/38467123
第953道答案: 1’215781229/1137600000
第954道答案: 773024/1343285
第955道答案: 21402/41635
第956道答案: 18165/427586
第957道答案: 2’75153257/203656416
第958道答案: 6’1072019/1343430
第959道答案: 3’187625893/299160864
第960道答案: 6’429042/2551145
第961道答案: 1’7128/12857
第962道答案: 13’4664/10525
第963道答案: 2’41271933/197413370
第964道答案: 2’33466411/88971064
第965道答案: 5’28478059/42258181
第966道答案: 2’2780374/12575925
第967道答案: 1’525/12083
第968道答案: 1877472/25551395
第969道答案: 7’104126314/130246253
第970道答案: 2’1267103/3345862
第971道答案: 44’288707/1021482
第972道答案: 9’1539/34577
第973道答案: 167132965/346838752
第974道答案: 1121477017/1136727757
第975道答案: 76/542049
第976道答案: 3’820139/965181
第977道答案: 4055/61047
第978道答案: 10’57/1073
第979道答案: 4’12495018/48386261
第980道答案: 35431333/87384546
第981道答案: 2’7624/13251
第982道答案: 4’3508/7497
第983道答案: 19’683717/960876
第984道答案: 3’12481/52788
第985道答案: 7’2063/5375
第986道答案: 5’145/362
第987道答案: 1’152406555/1917431296
第988道答案: 1886/2445
第989道答案: 1’24602433/231073504
第990道答案: 1’32327/133136
第991道答案: 2’87/118
第992道答案: 202835/312828
第993道答案: 1’332889261/1251316252
第994道答案: 17’13/108
第995道答案: 2’314817294/360820697
第996道答案: 1’162595634/938848043
第997道答案: 1’357146913/1573278554
第998道答案: 184995/385066
第999道答案: 2’3676/3913
第1000道答案: 1’44527/269648
第1001道答案: 7588/285471
第1002道答案: 13461/15257
第1003道答案: 6’72456546/75513311
第1004道答案: 8’10568/26169
第1005道答案: 1’85489241/478940847
第1006道答案: 2’5/99
第1007道答案: 1’342848/466209
第1008道答案: 197381717/838513824
第1009道答案: 2’3235489/5573124
第1010道答案: 27307/51538
第1011道答案: 2’1574063/1817556
第1012道答案: 2’20465231/32364729
第1013道答案: 2’3698/17633
第1014道答案: 7579/137408
第1015道答案: 1437/4420
第1016道答案: 12222/16967
第1017道答案: 1’168375539/1245291408
第1018道答案: 23’36440573/63207270
第1019道答案: 13435440/35089537
第1020道答案: 7’127203/203300
第1021道答案: 77’15238737/23302324
第1022道答案: 75’16377/18163
第1023道答案: 21’11902/13283
第1024道答案: 4’404/427
第1025道答案: 3’19628/48465
第1026道答案: 7’313/3213
第1027道答案: 1’9863/78012
第1028道答案: 11’589/11221
第1029道答案: 447173755/692095296
第1030道答案: 247717/291485
第1031道答案: 1’252028703/397635700
第1032道答案: 5685/6314
第1033道答案: 1’27779/95192
第1034道答案: 47441/57057
第1035道答案: 3’18953/69598
第1036道答案: 2’15471567/34046900
第1037道答案: 45’6373/8199
第1038道答案: 52643/106981
第1039道答案: 57245923/238389979
第1040道答案: 2’2497513/26251960
第1041道答案: 275115301/1375372810
第1042道答案: 2’28025314/302590335
第1043道答案: 1’343447/2126301
第1044道答案: 3’985449/3675577
第1045道答案: 2’2571589/22282650
第1046道答案: 17’2530927/3647688
第1047道答案: 142080/144443
第1048道答案: 3’627325/3024458
第1049道答案: 3’10806772/18123435
第1050道答案: 128600/547107
第1051道答案: 1663150/12260703
第1052道答案: 4’9382379/10141560
第1053道答案: 81179/95241
第1054道答案: 8’329317/418290
第1055道答案: 62’1317/2926
第1056道答案: 1’9320111/14721966
第1057道答案: 3’9962/12225
第1058道答案: 16’100009/101680
第1059道答案: 1’52/61
第1060道答案: 1’75361/112674
第1061道答案: 29646/256229
第1062道答案: 5612304/8906521
第1063道答案: 1’414809519/1585953264
第1064道答案: 623841/37893965
第1065道答案: 1’477625807/600380512
第1066道答案: 1’3/29
第1067道答案: 56021069/136788063
第1068道答案: 194276411/250290860
第1069道答案: 26498/54625
第1070道答案: 5’89576776/352617323
第1071道答案: 15219/46004
第1072道答案: 5’12327145/47230944
第1073道答案: 1’82081493/481617168
第1074道答案: 207949/263264
第1075道答案: 1’62797511/154827488
第1076道答案: 1’471/2585
第1077道答案: 59099/508115
第1078道答案: 15’6745/57408
第1079道答案: 6’16257/42380
第1080道答案: 179780/353199
第1081道答案: 102676/118371
第1082道答案: 618’79/598
第1083道答案: 106572/5406863
第1084道答案: 10’87306462/134299165
第1085道答案: 12’419/1169
第1086道答案: 2’1622333/3568334
第1087道答案: 10’5881/24813
第1088道答案: 1’77672447/88974928
第1089道答案: 8307/33919
第1090道答案: 25’8685/20504
第1091道答案: 16736514/23667415
第1092道答案: 6677/10143
第1093道答案: 130977/146324
第1094道答案: 8912191/66296500
第1095道答案: 178409/243048
第1096道答案: 3’5575187/7403199
第1097道答案: 527039/46072719
第1098道答案: 1’17137559/25754850
第1099道答案: 2421/15910
第1100道答案: 1183/9951
第1101道答案: 3’11147609/43605169
第1102道答案: 2’9614/43927
第1103道答案: 654693/1127036
第1104道答案: 33120/290521
第1105道答案: 4’685385/2417324
第1106道答案: 638942808/963520517
第1107道答案: 1’58433/72300
第1108道答案: 783162991/1051420402
第1109道答案: 1’1056271203/1084516093
第1110道答案: 1’658865489/1321167046
第1111道答案: 16917679/100616088
第1112道答案: 1’127527/134075
第1113道答案: 1190687/1360425
第1114道答案: 2’3031273/3472110
第1115道答案: 195471/3075650
第1116道答案: 12688481/13796098
第1117道答案: 2009655/11163488
第1118道答案: 2’101777183/118797804
第1119道答案: 1’23153819/29259848
第1120道答案: 41’292/519
第1121道答案: 506047456/534822311
第1122道答案: 2’237076671/316786934
第1123道答案: 135073/226460
第1124道答案: 4’12572300/52821633
第1125道答案: 3’91293/91999
第1126道答案: 2’6052087/9182290
第1127道答案: 4’1807648/4089813
第1128道答案: 1’20168855/1881448742
第1129道答案: 224382008/1485314985
第1130道答案: 1’1051/496704
第1131道答案: 1’69989/213745
第1132道答案: 120984768/127093375
第1133道答案: 168331/320460
第1134道答案: 12’2151875/6421149
第1135道答案: 77’1045/3224
第1136道答案: 1’88211159/945253995
第1137道答案: 1085811807/1540718899
第1138道答案: 4’6852/21827
第1139道答案: 72/905
第1140道答案: 1’91887459/177104603
第1141道答案: 231287/13917800
第1142道答案: 1’2499/2896
第1143道答案: 1’3163/134596
第1144道答案: 3’69686/102225
第1145道答案: 4’1226/1261
第1146道答案: 7’1776293/58923104
第1147道答案: 4’1448/2329
第1148道答案: 43’5769209/5940352
第1149道答案: 69812199/122896528
第1150道答案: 6’172852474/205635721
第1151道答案: 58903/78648
第1152道答案: 2961147/5857060
第1153道答案: 15’14969015/63710391
第1154道答案: 67’620/5911
第1155道答案: 1’246143/358408
第1156道答案: 11’59237/493215
第1157道答案: 7’28123/37250
第1158道答案: 389384023/835048908
第1159道答案: 1’7426040/11386529
第1160道答案: 43263173/273511430
第1161道答案: 617743/739968
第1162道答案: 2’351438/617281
第1163道答案: 9’73131/86572
第1164道答案: 27767/34188
第1165道答案: 4897/34944
第1166道答案: 1’1927489/6272310
第1167道答案: 6’3091/3885
第1168道答案: 1’207075117/510484228
第1169道答案: 45435362/51511317
第1170道答案: 291/550
第1171道答案: 140208/186641
第1172道答案: 2291423/3518356
第1173道答案: 2’42593/111945
第1174道答案: 1’11460/11507
第1175道答案: 4’3115771/4506528
第1176道答案: 2129387/26326512
第1177道答案: 37907/40950
第1178道答案: 1’46657/49533
第1179道答案: 8’21476525/79623998
第1180道答案: 58118746/202836875
第1181道答案: 4’847063/2236936
第1182道答案: 517/1360
第1183道答案: 1275595/2802228
第1184道答案: 5’2663/7068
第1185道答案: 4’208861/276805
第1186道答案: 4’267/2455
第1187道答案: 2’67853/83805
第1188道答案: 78355755/81325538
第1189道答案: 1’131082173/630854400
第1190道答案: 146/36803
第1191道答案: 40051/123008
第1192道答案: 11929347/43234211
第1193道答案: 4238325/135010048
第1194道答案: 126504704/1937491595
第1195道答案: 356/24707
第1196道答案: 1’7031/12225
第1197道答案: 1’39131/1099644
第1198道答案: 4’18704497/38255296
第1199道答案: 54’2446154/2687199
第1200道答案: 138052271/417951770
第1201道答案: 26’191/930
第1202道答案: 4’181086719/223648177
第1203道答案: 1’86269147/1543207421
第1204道答案: 3’11941594/14328655
第1205道答案: 4’76150/96303
第1206道答案: 1’45461015/68104179
第1207道答案: 423766595/2055980698
第1208道答案: 3’78192207/223130908
第1209道答案: 5’1763/3105
第1210道答案: 3’304072369/428810523
第1211道答案: 1’2572/12447
第1212道答案: 28306711/38170902
第1213道答案: 74204893/348230697
第1214道答案: 4’5753339/140035744
第1215道答案: 11939653/23918424
第1216道答案: 4’103505/423522
第1217道答案: 3’4877/12702
第1218道答案: 6’79341/302192
第1219道答案: 4462848/45562669
第1220道答案: 1’469011739/541594035
第1221道答案: 347072000/1513990537
第1222道答案: 182083/268074
第1223道答案: 1’2718109/7667912
第1224道答案: 71771314/1616119955
第1225道答案: 3’244841/882630
第1226道答案: 5316/30385
第1227道答案: 113229447/1908580939
第1228道答案: 14893/24354
第1229道答案: 1’86383/2042624
第1230道答案: 4920153/36795055
第1231道答案: 4970/14289
第1232道答案: 4’1267/13735
第1233道答案: 74186443/363026924
第1234道答案: 4’55015/287928
第1235道答案: 1’416218934/1165738763
第1236道答案: 1457325/11201047
第1237道答案: 570210343/1797583696
第1238道答案: 4’127820756/310962271
第1239道答案: 400155/1034876
第1240道答案: 2’1782507/2525146
第1241道答案: 49538/160765
第1242道答案: 1’82325/96516
第1243道答案: 12’1523/3480
第1244道答案: 11’1187/2975
第1245道答案: 1’3436/4307
第1246道答案: 364683/390334
第1247道答案: 4’10105833/13355914
第1248道答案: 2’327961/1316700
第1249道答案: 3’1809/1825
第1250道答案: 168998253/651600488
第1251道答案: 11500/106029
第1252道答案: 7009254/7863185
第1253道答案: 167367899/173484446
第1254道答案: 263708905/1594985508
第1255道答案: 17’37756/53889
第1256道答案: 8134857/15136550
第1257道答案: 1’174013/187330
第1258道答案: 1’127494833/1019733498
第1259道答案: 120039701/342545027
第1260道答案: 3680/10947
第1261道答案: 278’149/609
第1262道答案: 50081/50154
第1263道答案: 1’68135991/679057574
第1264道答案: 1’12647298/40026415
第1265道答案: 26/35
第1266道答案: 25’176675/370123
第1267道答案: 829244/1621111
第1268道答案: 101’94/133
第1269道答案: 1’2949969/12964574
第1270道答案: 25’439/945
第1271道答案: 1’153704/286271
第1272道答案: 3’13983/56392
第1273道答案: 1529195479/1636418192
第1274道答案: 572301/1026010
第1275道答案: 2’518883033/566296826
第1276道答案: 5’6402649/13174848
第1277道答案: 46307117/116673975
第1278道答案: 1’43742983/1015341982
第1279道答案: 49302/248927
第1280道答案: 10’10407/43736
第1281道答案: 4’769547/3159870
第1282道答案: 2’3398689/9895645
第1283道答案: 16632987/113428072
第1284道答案: 345217/705917
第1285道答案: 1065/267491
第1286道答案: 1’209026955/325555169
第1287道答案: 26197/298749
第1288道答案: 1525996783/1980250622
第1289道答案: 483479/580272
第1290道答案: 2’2153/5248
第1291道答案: 1’174544345/1419508198
第1292道答案: 3’66875589/245736166
第1293道答案: 1’89691/108680
第1294道答案: 1’78675973/512638260
第1295道答案: 3’409673324/494365589
第1296道答案: 50’341015/379974
第1297道答案: 1190/7503
第1298道答案: 139749/3522172
第1299道答案: 7’27203/35872
第1300道答案: 1’34413/260702
第1301道答案: 6’29946393/75636398
第1302道答案: 127457439/886263476
第1303道答案: 59’46363/58384
第1304道答案: 1’35275781/40348640
第1305道答案: 1’9135875/9173319
第1306道答案: 1’263/10600
第1307道答案: 845983979/1987136532
第1308道答案: 85270717/517384307
第1309道答案: 19’12367/258501
第1310道答案: 29666/186503
第1311道答案: 1’419/577
第1312道答案: 4’28261/70035
第1313道答案: 1’441656161/840394359
第1314道答案: 1’7367/33784
第1315道答案: 4’3711221/7693556
